Officiality,Name,Size,Type,Alignment,AC,HP,Normal,Flying,Swim,Burrow,Climb,STR,DEX,CON,INT,WIS,CHA,Saving Throws,Skills,WRI,Senses,Languages,CR,XP,Unknown,All Environments,Arctic,Coastal,Desert,Forest,Grassland,Hills,Jungle,Mountain,Swamp,Underdark,Underwater,Urban,Additional,Source,Author
,Spined Devil,Small,Fiend,LE,15,22,20 ft.,fly 40 ft.,,,,10,15,12,11,14,8,-,-,"Coldres, nonmagicalres, nonsilveredres, fireimmu, poisonimmu, poisonedimmu",Darkvision 120,"Infernal, telepathy 120",2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Devil's Sight, Flyby, Limited Spines, Magic Resistance",Monster Manual,Wizards of the Coast
,Spirit Naga,Large,Monstrosity,CE,15,75,40 ft.,,,,,18,17,14,16,15,16,"DEX, CON, INT, WIS, CHA",-,"Poisonimmu, charmedimmu, poisonedimmu",Darkvision 60,Abyssal Common,8,3900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rejuvenation, Normal Spellcasting",Mordenkainen's Tome of Foes,Wizards of the Coast
,Spirit Troll,Large,Giant,CE,17,97,30 ft.,,,,,1,17,13,8,9,16,-,Perception,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 60,Giant,11,7200,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Incorporeal Movement, Regeneration",Volo's Guide to Monsters,Wizards of the Coast
,Spring Eladrin,Medium,Fey,CN,19,127,30 ft.,,,,,14,16,16,18,11,18,-,"Deception, Persuasion",Nonmagicalres,Darkvision 60,"Common, Elvish, Sylvan",10,5900,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Fey Step, Innate Spellcasting, Joyful Presence, Magic Resistance",Monster Manual,Wizards of the Coast
,Sprite,Tiny,Fey,NG,15,2,10 ft.,fly 40 ft.,,,,3,18,10,14,13,11,-,"Perception, Stealth",-,-,"Common, Elvish, Sylvan",0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Volo's Guide to Monsters,Wizards of the Coast
,Spy,Medium,Humanoid,ANY,12,27,30 ft.,,,,,10,15,10,12,14,16,-,"Deception, Insight, Investigation, Perception, Persuasion, Sleight of Hand, Stealth",-,-,Any,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Cunning Action, Sneak Attack",Princes of the Apocalypse,Wizards of the Coast
,Star Spawn Grue,Small,Aberration,NE,11,17,30 ft.,,,,,6,13,10,9,11,6,-,-,Psychicimmu,Darkvision 60,Deep Speech,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aura of Madness,Volo's Guide to Monsters,Wizards of the Coast
,Star Spawn Hulk,Large,Aberration,CE,16,136,30 ft.,,,,,20,8,21,7,12,9,"DEX, WIS",Perception,"Nonmagicalres, charmedimmu, frightenedimmu",Darkvision 60,Deep Speech,10,5900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Psychic Mirror,Volo's Guide to Monsters,Wizards of the Coast
,Star Spawn Larva Mage,Medium,Aberration,CE,16,168,30 ft.,,,,,17,12,23,18,12,16,"DEX, WIS, CHA",Perception,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, restrainedimmu",Darkvision 60,Deep Speech,16,15000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Return to Worms, Legendary",Volo's Guide to Monsters,Wizards of the Coast
,Star Spawn Mangler,Medium,Aberration,CE,14,71,40 ft.,,,,climb 40 ft.,8,18,12,11,12,7,"DEX, CON",Stealth,"Coldres, psychicimmu, charmedimmu, frightenedimmu, proneimmu",Darkvision 60,Deep Speech,5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Ambusher, Shadow Stealth",Volo's Guide to Monsters,Wizards of the Coast
,Star Spawn Seer,Medium,Aberration,NE,17,153,30 ft.,,,,,14,12,18,22,19,16,"DEX, INT, WIS, CHA",Perception,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu",Darkvision 60,"Common, Deep Speech, Undercommon",13,10000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Out-of-Phase Movement,Volo's Guide to Monsters,Wizards of the Coast
,Steam Mephit,Small,Elemental,NE,10,21,30 ft.,fly 30 ft.,,,,5,11,10,11,10,12,-,-,"Fireimmu, poisonimmu, poisonedimmu",Darkvision 60,"Aquan, Ignan",0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Death Burst, Innate Spellcasting",Monster Manual,Wizards of the Coast
,Steel Predator,Large,Construct,LE,20,207,40 ft.,,,,,24,17,22,4,14,6,-,"Perception, Stealth, Survival","Coldres, lightningres, necroticres, thunderres, poisonimmu, psychicimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, stunnedimmu","Blindsight 30, Darkvision 60",Any,16,15000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Innate Spellcasting, Magic Resistance, Magic Weapons",Volo's Guide to Monsters,Wizards of the Coast
,Stegosaurus,Huge,Beast,U,13,76,40 ft.,,,,,20,9,17,2,11,5,-,-,-,-,-,4,1100,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-,Monster Manual,Wizards of the Coast
,Stirge,Tiny,Beast,U,14,2,10 ft.,fly 40 ft.,,,,4,16,11,2,8,6,-,-,-,Darkvision 60,-,0.125,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Volo's Guide to Monsters,Wizards of the Coast
,Stone Cursed,Medium,Construct,LE,17,19,10 ft.,,,,,16,5,14,5,8,7,-,-,"Bludgeoningweak, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, petrifiedimmu, poisonedimmu",-,Any,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Cunning Opportunist, False Appearance",Volo's Guide to Monsters,Wizards of the Coast
https://www.dndbeyond.com/avatars/thumbnails/264/808/100/100/636595932077523923.jpeg,Stone Defender,Medium,Construct,U,16,52,30 ft.,,,,,19,10,17,3,10,1,-,-,"Poisonimmu,nonmagicalimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 60,Creator,4,1100,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"False Appearance, Magic Resistance",Monster Manual,Wizards of the Coast
https://www.dndbeyond.com/avatars/thumbnails/9/667/100/100/636330336032816176.jpeg,Stone Giant,Huge,Giant,N,17,126,40 ft.,,,,,23,15,20,10,12,9,"DEX, CON, WIS","Athletics, Perception",-,Darkvision 60,Giant,7,2900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Stone Camouflage,Monster Manual,Wizards of the Coast
https://www.dndbeyond.com/avatars/thumbnails/9/667/100/100/636330336032816176.jpeg,Stone Giant Dreamwalker,Huge,Giant,CN,18,161,40 ft.,,,,,23,14,21,10,8,12,"DEX, CON, WIS","Athletics, Perception","Charmedimmu, frightenedimmu",Darkvision 60,"Common, Giant",10,5900,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Dreamwalker's Charm,Monster Manual,Wizards of the Coast
https://www.dndbeyond.com/avatars/thumbnails/0/106/100/100/636252743779175305.jpeg,Stone Golem,Large,Construct,U,17,178,30 ft.,,,,,22,9,20,3,11,1,-,-,"Poisonimmu, pyschicimmu, nonadamantineimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Darkvision 120,Creator,10,5900,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Immutable Form, Magic Resistance, Magic Weapons",Monster Manual,Wizards of the Coast
https://www.dndbeyond.com/content/1-0-2701-0/skins/waterdeep/images/icons/monsters/construct.jpg,Stone Juggernaut,Large,Construct,U,15,157,50 ft.,,,,,22,1,21,2,11,3,-,-,"Poisonimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",Blindsight 120,-,12,8400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Devastating Roll, Immutable Form, Regeneration, Siege Monster",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/content/1-0-2698-0/skins/waterdeep/images/icons/monsters/humanoid.jpg ",Stonemelder,Medium,Humanoid,NE,17,75,30 ft.,,,,,15,10,16,12,11,17,-,"Intimidation, Perception",-,Tremorsense 30,"Common, Terran",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Death Burst, Normal Spellcasting",Monster Manual,Wizards of the Coast
https://www.dndbeyond.com/avatars/thumbnails/0/104/100/100/636252743253560739.jpeg,Storm Giant,Huge,Giant,CG,16,230,50 ft.,,swim 50 ft.,,,29,14,20,16,18,18,"STR, CON, WIS, CHA","Arcana, Athletics, History, Perception","Coldres, lightningimmu, thunderimmu",-,"Common, Giant",13,10000,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Innate Spellcasting",Monster Manual,Wizards of the Coast
https://www.dndbeyond.com/avatars/thumbnails/9/670/100/100/636330346803505597.jpeg,Storm Giant Quintessent,Huge,Giant,CG,12,230,50 ft.,fly 50 ft.,swim 50 ft.,,,29,14,20,17,20,19,"STR, CON, WIS, CHA","Arcana, History, Perception","Coldres, nonmagicalres, lightningimmu, thunderimmu",Truesight 60,"Common, Giant",16,15000,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Legendary",Monster Manual,Wizards of the Coast
https://www.dndbeyond.com/avatars/thumbnails/13263/818/100/100/637381852508922652.jpeg,Strahd Zombie,Medium,Undead,U,8,30,20 ft.,,,,,13,6,16,3,6,5,WIS,-,-,Darkvision 60,Any,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Loathsome Limbs,Volo's Guide to Monsters,Wizards of the Coast
https://www.dndbeyond.com/avatars/thumbnails/13140/178/100/100/637375796184388122.jpeg,Strahd's Animated Armor,Medium,Construct,LE,21,112,30 ft.,,,,,17,13,16,9,10,9,-,Perception,"Coldres, fireres, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu paralyzedimmu, petrifiedimmu, poisonimmu",Blindsight 60,Common,6,2300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/30/766/100/100/636395100609890210.jpeg ",Su-Monster,Medium,Monstrosity,CE,12,27,30 ft.,,,,climb 30 ft.,14,15,12,9,13,9,-,"Athletics, Perception",-,-,-,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/0/102/100/100/636252742572844243.jpeg ",Succubus/Incubus,Medium,Fiend,NE,15,66,30 ft.,fly 60 ft.,,,,8,17,13,15,12,20,-,"Deception, Insight, Perception, Persuasion, Stealth","Coldres, fireres, lightningres, poisonres, nonmagicalres",Darkvision 60,"Abyssal, Common, Infernal, telepathy 60",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Telepathic Bond, Shapechanger",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/25746/693/100/100/637880558067818391.jpeg ",Summer Eladrin,Medium,Fey,CN,19,127,50 ft.,,,,,19,21,16,14,12,18,-,"Athletics, Intimidation",Nonmagicalres,Darkvision 60,"Common, Elvish, Sylvan",10,5900,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Fearsome Presence, Fey Step, Magic Resistance",Monster Manual,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/9/905/100/100/636334289313376978.jpeg ",Swarm of Bats,Medium,Beast,U,12,22,,fly 30 ft.,,,,5,15,10,2,12,4,-,-,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Blindsight 60,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Echolocation, Keen Hearing Swarm",Mordenkainen's Tome of Foes,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/25746/696/100/100/637880558072269003.jpeg ",Swarm of Cranium Rats,Medium,Beast,LE,12,36,30 ft.,,,,,9,14,10,15,11,14,-,-,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu","Darkvision 30, Tremorsense 60",Telepathy 30,5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Illumination, Innate Spellcasting, Swarm, Telepathic Shroud",Monster Manual,Wizards of the Coast
"https://www.dndbeyond.com/content/1-0-2698-0/skins/waterdeep/images/icons/monsters/beast.jpg ",Swarm of Insects,Medium,Beast,U,12,22,20 ft.,,,,climb 20 ft.,3,13,10,1,7,1,-,-,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Blindsight 10,-,0.5,100,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Swarm,Mordenkainen's Tome of Foes,Wizards of the Coast
"https://www.dndbeyond.com/content/1-0-2698-0/skins/waterdeep/images/icons/monsters/beast.jpg ",Swarm of Poisonous Snakes,Medium,Beast,U,14,36,30 ft.,,swim 30 ft.,,,8,18,11,1,10,3,-,-,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",Blindsight 10,-,2,450,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Swarm,Mordenkainen's Tome of Foes,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/18/275/100/100/636379781034987252.jpeg ",Swarm of Quippers,Medium,Beast,U,13,28,,,swim 40 ft.,,,13,16,9,1,7,2,-,-,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",-,-,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Blood Frenzy, Swarm, Water Breathing",Mordenkainen's Tome of Foes,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/9/907/100/100/636334289541128408.jpeg ",Swarm of Rats,Medium,Beast,U,10,24,30 ft.,,,,,9,11,9,2,10,3,-,-,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",-,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Keen Smell, Swarm",Mordenkainen's Tome of Foes,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/16/554/100/100/636376341742802314.jpeg ",Swarm of Ravens,Medium,Beast,U,12,24,10 ft.,fly 50 ft.,,,,6,14,8,3,12,6,-,Perception,"Bludgeoningres, piercingres, slashingres, charmedimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, stunnedimmu",-,-,0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Swarm,Mordenkainen's Tome of Foes,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/25746/699/100/100/637880558076199171.jpeg ",Swarm of Rot Grubs,Medium,Beast,U,8,22," 5 ft.",,,,climb  5 ft.,2,7,10,1,2,1,-,-,"Piercingres, slashingres, charmedimmu, frightenedimmu grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu",Blindsight 10,-,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Swarm,Monster Manual,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/25746/703/100/100/637880558080729717.jpeg ",Swashbuckler,Medium,Humanoid,NOT LAWFUL,17,66,30 ft.,,,,,12,18,12,14,11,15,-,"Acrobatics, Athletics, Persuasion",-,-,Any,3,700,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Lightfooted, Suave Defense",Princes of the Apocalypse,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/268/204/100/100/636597572551838669.jpeg ",Sword Wraith Commander,Medium,Undead,LE,18,127,30 ft.,,,,,18,14,18,11,12,14,-,Perception,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,Any,8,3900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Martial Fury, Turning Defiance",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/24407/164/100/100/637828636921825351.jpeg ",Sword Wraith Warrior,Medium,Undead,LE,16,45,30 ft.,,,,,18,12,17,6,9,10,-,-,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,Any,3,700,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Martial Fury,Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/content/1-0-2698-0/skins/waterdeep/images/icons/monsters/humanoid.jpg ",Tabaxi Hunter,Medium,Humanoid,CG,14,40,30 ft.,,,,climb 20 ft.,10,17,11,13,14,15,-,"Athletics, Perception, Stealth, Survival",-,Darkvision 60,"Common, Any",1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Feline Agility,Volo's Guide to Monsters,Wizards of the Coast
https://www.dndbeyond.com/avatars/thumbnails/30/768/100/100/636395100851757248.jpeg,Tabaxi Minstrel,Medium,Humanoid,CG,12,22,30 ft.,,,,climb 20 ft.,10,15,11,14,12,16,-,"Perception, Performance, Persuasion, Stealth",-,Darkvision 60,"COmmon, Any",0.25,50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Feline Agility, Inspire",Volo's Guide to Monsters,Wizards of the Coast
https://www.dndbeyond.com/avatars/thumbnails/25746/706/100/100/637880558086160130.jpeg,Tanarukk,Medium,Fiend,CE,14,95,30 ft.,,,,,18,13,20,9,9,9,-,"Intimidation, Perception","FIreres, poisonres",Darkvision 60,"Abyssal, Common, Orc",5,1800,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"Aggressive, Magic Resistance",Tales from the Yawning Portal,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/0/100/100/100/636252741876899038.jpeg ",Tarrasque,Gargantuan,Monstrosity,U,25,676,40 ft.,,,,,30,11,30,3,11,11,"INT, WIS, CHA",-,"Fireimmu, poisonimmu, nonmagicalimmu, charmedimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Blindsight 120,-,30,155000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Legendary, Magic Resistance, Reflective Carapace, Siege Monster",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/content/1-0-2698-0/skins/waterdeep/images/icons/monsters/monstrosity.jpg ",Tecuziztecatl,Large,Monstrosity,N,13,102,30 ft.,,,,climb 30 ft.,17,10,16,15,16,13,-,"Deception, Stealth","Nonmagicalres, acidimmu",Blindsight 30,"Olman, Primal",4,1100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amphibious, Glowing, Flexible, Spider Climb",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/14/318/100/100/636363346310814542.jpeg ",Thayan Apprentice,Medium,Humanoid,NOT GOOD,12,27,30 ft.,,,,,10,14,12,15,13,11,-,Arcana,-,-,"Common, Thayan",2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doomvault Devotion, Normal Spellcasting",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/content/1-0-2698-0/skins/waterdeep/images/icons/monsters/humanoid.jpg ",Thayan Warrior,Medium,Humanoid,NOT GOOD,16,52,30 ft.,,,,,16,13,14,10,11,11,-,Perception,-,-,"Common, Thayan",2,450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Doomvault Devotion, Pack Tactics",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/content/1-0-2698-0/skins/waterdeep/images/icons/monsters/plant.jpg ",Thorn Slinger,Large,Plant,U,11,32,10 ft.,,,,,13,12,12,1,10,1,-,-,"Blindedimmu, deafenedimmu, frightenedimmu",Blindsight 60,-,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Adhesive Blossoms, False Appearance",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/9/810/100/100/636332086384023256.jpeg ",Thorny,Medium,Plant,N,14,27,30 ft.,,,,,13,12,13,2,10,6,-,"Perception, Stealth","Lightningres, piercingres",Darkvision 60,Own,1,200,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Plant Camouflage, Regeneration",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/16/473/100/100/636376295931556345.jpeg ",Thri-Kreen,Medium,Humanoid,CN,15,33,40 ft.,,,,,12,15,13,8,12,7,-,"Perception, Stealth, Survival",-,Darkvision 60,Own,1,200,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Chameleon Carapace, Standing Leap",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/0/98/100/100/636252741334894064.jpeg ",Thug,Medium,Humanoid,NOT GOOD,11,32,30 ft.,,,,,15,11,14,10,10,11,-,Intimidation,-,-,Any,0.5,100,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Pack Tactics,Princes of the Apocalypse,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/15/531/100/100/636373689866756922.jpeg ",Tiamat,Gargantuan,Fiend,CE,25,615,60 ft.,fly 120 ft.,,,,30,10,30,26,26,28,"STR, DEX, WIS","Arcana, Perception, Religion","Acidimmu, coldimmu, fireimmu, lightningimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, frightenedimmu, poisonedimmu, stunnedimmu","Darkvision 240, Truesight 120","Common, Draconic, Infernal",30,155000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Discorporation, Innate Spellcasting, Legendary Resistance, Limited Magic immunity, Magic Weapons, Multiple Heads, Regeneration",Volo's Guide to Monsters,Wizards of the Coast
"https://www.dndbeyond.com/avatars/thumbnails/0/75/100/100/636252734783206139.jpeg ",Tiger,Large,Beast,U,12,37,40 ft.,,,,,17,15,14,3,12,8,-,"Perception, Stealth",-,Darkvision 60,-,1,200,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Keen Smell, Pounce",Mordenkainen's Tome of Foes,Wizards of the Coast
"https://www.dndbeyond.com/content/1-0-2698-0/skins/waterdeep/images/icons/monsters/construct.jpg ",Tiny Servant,Tiny,Construct,U,15,10,30 ft.,,,,climb 30 ft.,4,16,10,2,10,1,-,-,"Poisonimmu, psychicimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Blindsight 60,-,1,200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-,Volo's Guide to Monsters,Wizards of the Coast
